clsm, 1, 13.442924
clsm, 1, 13.440608
clsm, 1, 13.437542
clsm, 2, 3.693168
clsm, 2, 4.263340
clsm, 2, 3.881500
clsm, 3, 3.103203
clsm, 3, 2.908199
clsm, 3, 3.392060
clsm, 4, 2.375256
clsm, 4, 2.784470
clsm, 4, 2.509967
clsm, 6, 2.259136
clsm, 6, 2.198916
clsm, 6, 2.243967
clsm, 8, 2.626651
clsm, 8, 3.686148
clsm, 8, 2.248201
clsm, 10, 3.586547
clsm, 10, 2.769011
clsm, 10, 3.237126
clsm, 11, 2.037188
clsm, 11, 2.143162
clsm, 11, 2.962464
clsm, 15, 2.198895
clsm, 15, 2.514557
clsm, 15, 2.513202
clsm, 20, 2.398147
clsm, 20, 2.288738
clsm, 20, 2.166663
clsm, 21, 2.641101
clsm, 21, 1.746392
clsm, 21, 2.661868
clsm, 25, 2.138584
clsm, 25, 2.706241
clsm, 25, 1.911497
clsm, 30, 2.393641
clsm, 30, 2.472034
clsm, 30, 2.779236
clsm, 31, 2.735641
clsm, 31, 2.075263
clsm, 31, 2.411047
clsm, 35, 2.667136
clsm, 35, 2.148263
clsm, 35, 2.300205
clsm, 40, 2.468033
clsm, 40, 2.587549
clsm, 40, 2.339580
clsm, 41, 2.810888
clsm, 41, 2.774121
clsm, 41, 2.721907
clsm, 45, 2.755161
clsm, 45, 2.517412
clsm, 45, 2.329745
clsm, 50, 3.051773
clsm, 50, 2.747323
clsm, 50, 2.810470
clsm, 51, 2.679145
clsm, 51, 2.501546
clsm, 51, 2.476105
clsm, 55, 2.642640
clsm, 55, 2.967030
clsm, 55, 3.200885
clsm, 60, 2.637385
clsm, 60, 2.642755
clsm, 60, 2.901930
clsm, 61, 2.596436
clsm, 61, 3.063446
clsm, 61, 3.435819
clsm, 65, 3.450259
clsm, 65, 2.986228
clsm, 65, 3.105672
clsm, 70, 3.174864
clsm, 70, 3.234442
clsm, 70, 2.750980
clsm, 71, 2.630603
clsm, 71, 3.258803
clsm, 71, 2.924606
clsm, 75, 3.757665
clsm, 75, 2.767014
clsm, 75, 3.084404
clsm, 80, 3.574308
clsm, 80, 3.412462
clsm, 80, 3.148150
globallock, 1, 7.119630
globallock, 1, 7.118925
globallock, 1, 7.121090
globallock, 2, 3.669085
globallock, 2, 3.653920
globallock, 2, 3.665697
globallock, 3, 2.666537
globallock, 3, 2.694161
globallock, 3, 2.665738
globallock, 4, 2.362558
globallock, 4, 2.336673
globallock, 4, 2.347370
globallock, 6, 2.039659
globallock, 6, 2.032595
globallock, 6, 2.038360
globallock, 8, 2.201395
globallock, 8, 2.184627
globallock, 8, 2.181556
globallock, 10, 2.196484
globallock, 10, 2.178660
globallock, 10, 2.073626
globallock, 11, 2.369396
globallock, 11, 2.362282
globallock, 11, 2.425614
globallock, 15, 2.554701
globallock, 15, 2.239927
globallock, 15, 2.062680
globallock, 20, 2.641805
globallock, 20, 2.131984
globallock, 20, 2.574393
globallock, 21, 2.909427
globallock, 21, 3.176512
globallock, 21, 2.980824
globallock, 25, 2.352225
globallock, 25, 2.886793
globallock, 25, 3.019051
globallock, 30, 2.789627
globallock, 30, 3.457331
globallock, 30, 3.754749
globallock, 31, 3.375052
globallock, 31, 3.062882
globallock, 31, 3.517668
globallock, 35, 4.141111
globallock, 35, 3.942077
globallock, 35, 3.642111
globallock, 40, 4.267540
globallock, 40, 3.359816
globallock, 40, 3.333975
globallock, 41, 4.155043
globallock, 41, 4.176002
globallock, 41, 3.918570
globallock, 45, 3.467323
globallock, 45, 4.781603
globallock, 45, 5.040790
globallock, 50, 5.135954
globallock, 50, 4.086434
globallock, 50, 3.736369
globallock, 51, 4.201546
globallock, 51, 4.653391
globallock, 51, 5.491854
globallock, 55, 5.742931
globallock, 55, 4.459029
globallock, 55, 4.436737
globallock, 60, 9.115745
globallock, 60, 7.254596
globallock, 60, 4.791099
globallock, 61, 6.043090
globallock, 61, 6.200541
globallock, 61, 6.134288
globallock, 65, 6.398489
globallock, 65, 6.080653
globallock, 65, 6.002013
globallock, 70, 12.122179
globallock, 70, 7.358935
globallock, 70, 6.664273
globallock, 71, 11.330374
globallock, 71, 6.273687
globallock, 71, 7.389934
globallock, 75, 7.291237
globallock, 75, 7.249448
globallock, 75, 8.302955
globallock, 80, 9.105641
globallock, 80, 7.642972
globallock, 80, 7.105456
